transaction_id,customer_id,transaction_date,transaction_type,amount,transaction_frequency,average_transaction_amount,account_age_days,merchant_category,location,fraud_status
1313,15755239,2024-02-24 16:00:00,Withdrawal,4540.66,12,3273.32,2500,Online,Mumbai,Normal
1314,15807335,2024-02-24 17:00:00,Payment,2056.43,20,776.77,1964,Retail,Mumbai,Normal
1315,15815615,2024-02-24 18:00:00,Deposit,1522.5,23,3770.15,1912,Food,Delhi,Normal
1316,15738150,2024-02-24 19:00:00,Withdrawal,649.91,25,1223.5,2349,Travel,Bangalore,Normal
1317,15797748,2024-02-24 20:00:00,Deposit,3564.27,30,1050.46,2902,Travel,Bangalore,Normal
1318,15759387,2024-02-24 21:00:00,Deposit,4400.53,29,2037.84,1155,Online,Mumbai,Normal
1319,15783097,2024-02-24 22:00:00,Payment,2226.27,31,3597.65,239,Online,Bangalore,Normal
1320,15815316,2024-02-24 23:00:00,Payment,3225.21,18,3152.63,768,Bills,Mumbai,Normal
1321,15574858,2024-02-25 00:00:00,Transfer,2258.97,41,1122.74,2870,Food,Bangalore,Normal
1322,15665759,2024-02-25 01:00:00,Transfer,5122.25,19,8869.91,1075,Travel,Hyderabad,Normal
1323,15629739,2024-02-25 02:00:00,Transfer,11576.29,4,465.6,2837,Retail,Delhi,Normal
1324,15615457,2024-02-25 03:00:00,Withdrawal,895.16,1,161.07,188,Bills,Chennai,Normal
1325,15585853,2024-02-25 04:00:00,Transfer,2401.55,41,3692.32,770,Food,Hyderabad,Normal
1326,15569892,2024-02-25 05:00:00,Deposit,759.17,15,526.85,1983,Online,Bangalore,Normal
1327,15746802,2024-02-25 06:00:00,Transfer,4903.4,8,2811.91,2420,Food,Chennai,Normal
1328,15770995,2024-02-25 07:00:00,Payment,6525.79,15,12127.37,1453,Online,Hyderabad,Normal
1329,15802823,2024-02-25 08:00:00,Transfer,13434.83,15,4797.01,728,Food,Delhi,Normal
1330,15658716,2024-02-25 09:00:00,Withdrawal,1634.69,39,3843.65,1903,Retail,Chennai,Normal
1331,15617538,2024-02-25 10:00:00,Withdrawal,14999.83,22,3420.83,2474,Bills,Chennai,Normal
1332,15619955,2024-02-25 11:00:00,Deposit,326.76,18,791.56,2613,Online,Delhi,Normal
1333,15674727,2024-02-25 12:00:00,Withdrawal,4619.27,16,2267.1,170,Retail,Hyderabad,Normal
1334,15633260,2024-02-25 13:00:00,Transfer,294.15,2,1677.39,269,Travel,Chennai,Normal
1335,15739248,2024-02-25 14:00:00,Payment,11210.94,36,12236.76,321,Retail,Delhi,Normal
1336,15592000,2024-02-25 15:00:00,Withdrawal,3773.08,20,1109.98,2894,Retail,Hyderabad,Normal
1337,15692137,2024-02-25 16:00:00,Deposit,5533.45,16,2550.97,111,Retail,Bangalore,Normal
1338,15797748,2024-02-25 17:00:00,Transfer,8906.29,3,11127.61,2637,Online,Mumbai,Normal
1339,15813871,2024-02-25 18:00:00,Deposit,814.42,30,6227.01,2947,Travel,Bangalore,Normal
1340,15780925,2024-02-25 19:00:00,Withdrawal,196.78,2,13354.61,2248,Bills,Bangalore,Normal
1341,15648967,2024-02-25 20:00:00,Withdrawal,10554.91,35,3749.35,1827,Retail,Mumbai,Normal
1342,15734970,2024-02-25 21:00:00,Deposit,1891.19,26,1624.58,1006,Online,Bangalore,Normal
1343,15797160,2024-02-25 22:00:00,Transfer,690.45,5,7009.77,609,Online,Bangalore,Normal
1344,15723907,2024-02-25 23:00:00,Withdrawal,3159.9,2,1378.17,2603,Bills,Delhi,Normal
1345,15587676,2024-02-26 00:00:00,Payment,4560.32,20,720.21,2619,Food,Delhi,Normal
1346,15679909,2024-02-26 01:00:00,Withdrawal,157.3,34,4900.63,2187,Travel,Hyderabad,Normal
1347,15641782,2024-02-26 02:00:00,Transfer,1607.2,34,4075.02,1829,Travel,Chennai,Normal
1348,15800703,2024-02-26 03:00:00,Withdrawal,166.75,20,8446.17,1491,Retail,Hyderabad,Normal
1349,15801152,2024-02-26 04:00:00,Deposit,2726.53,25,13072.76,351,Food,Delhi,Normal
1350,15664849,2024-02-26 05:00:00,Withdrawal,11273.74,20,7785.17,2977,Travel,Delhi,Normal
1351,15666197,2024-02-26 06:00:00,Withdrawal,20271.51,25,247.59,743,Retail,Mumbai,Normal
1352,15724691,2024-02-26 07:00:00,Transfer,5067.42,14,4368.69,2161,Food,Mumbai,Normal
1353,15568032,2024-02-26 08:00:00,Deposit,881.52,47,6143.49,2453,Online,Delhi,Normal
1354,15716000,2024-02-26 09:00:00,Transfer,11814.3,44,16053.73,1920,Retail,Bangalore,Suspicious
1355,15717138,2024-02-26 10:00:00,Withdrawal,3630.91,43,1877.85,1309,Food,Hyderabad,Normal
1356,15736078,2024-02-26 11:00:00,Payment,834.7,43,744.75,2663,Bills,Delhi,Normal
1357,15686913,2024-02-26 12:00:00,Withdrawal,12737.74,39,7667.47,1708,Travel,Delhi,Normal
1358,15680666,2024-02-26 13:00:00,Transfer,7083.13,12,1527.78,2177,Retail,Mumbai,Normal
1359,15792649,2024-02-26 14:00:00,Payment,6578.35,48,3647.22,2206,Online,Hyderabad,Normal
1360,15790599,2024-02-26 15:00:00,Transfer,6175.27,5,1976.5,947,Retail,Hyderabad,Normal
1361,15745452,2024-02-26 16:00:00,Transfer,1117.84,2,2058.84,2296,Travel,Chennai,Normal
1362,15613319,2024-02-26 17:00:00,Deposit,1184.99,16,5274.01,2554,Travel,Delhi,Normal
1363,15668971,2024-02-26 18:00:00,Payment,5828.46,30,1794.38,1836,Food,Chennai,Normal
1364,15593694,2024-02-26 19:00:00,Withdrawal,1240.53,47,4724.61,2099,Online,Mumbai,Normal
1365,15747647,2024-02-26 20:00:00,Transfer,2887.25,43,57.73,589,Food,Chennai,Normal
1366,15574947,2024-02-26 21:00:00,Withdrawal,7616.34,38,1570.08,658,Online,Bangalore,Normal
1367,15760456,2024-02-26 22:00:00,Deposit,7661.29,45,1537.03,1382,Retail,Delhi,Normal
1368,15676707,2024-02-26 23:00:00,Deposit,3018.93,42,5526.59,1941,Retail,Delhi,Normal
1369,15735968,2024-02-27 00:00:00,Payment,7855.65,24,1510.76,1838,Food,Hyderabad,Normal
1370,15797905,2024-02-27 01:00:00,Deposit,9120.02,30,4013.14,2416,Bills,Chennai,Normal
1371,15648858,2024-02-27 02:00:00,Deposit,5317.81,37,4665.74,1925,Travel,Hyderabad,Normal
1372,15803121,2024-02-27 03:00:00,Withdrawal,1296.61,39,4296.76,2256,Food,Chennai,Normal
1373,15684196,2024-02-27 04:00:00,Deposit,1601.11,11,3698.24,2498,Food,Chennai,Normal
1374,15680901,2024-02-27 05:00:00,Deposit,1890.52,14,2135.13,1036,Retail,Mumbai,Normal
1375,15603830,2024-02-27 06:00:00,Transfer,621.04,23,1869.18,78,Travel,Chennai,Normal
1376,15734628,2024-02-27 07:00:00,Deposit,1595.24,16,3325.81,1880,Food,Hyderabad,Normal
1377,15613630,2024-02-27 08:00:00,Transfer,1175.57,21,263.29,1959,Retail,Chennai,Normal
1378,15804211,2024-02-27 09:00:00,Deposit,3037.86,4,8344.09,2844,Retail,Chennai,Normal
1379,15736495,2024-02-27 10:00:00,Deposit,11953.67,33,6979.09,2107,Food,Delhi,Normal
1380,15677173,2024-02-27 11:00:00,Payment,551.76,47,1700.95,2162,Food,Delhi,Normal
1381,15569626,2024-02-27 12:00:00,Payment,6369.62,14,3346.4,2866,Retail,Delhi,Normal
1382,15652658,2024-02-27 13:00:00,Transfer,5812.28,19,10766.41,1555,Food,Bangalore,Normal
1383,15673570,2024-02-27 14:00:00,Deposit,503.27,5,1267.82,1599,Travel,Delhi,Normal
1384,15618225,2024-02-27 15:00:00,Withdrawal,12792.06,36,5426.25,358,Retail,Bangalore,Normal
1385,15750264,2024-02-27 16:00:00,Payment,4202.12,31,345.42,2687,Retail,Bangalore,Normal
1386,15571756,2024-02-27 17:00:00,Withdrawal,2260.63,45,2964.08,463,Food,Hyderabad,Normal
1387,15608916,2024-02-27 18:00:00,Payment,7063.98,18,8615.6,617,Food,Delhi,Normal
1388,15719809,2024-02-27 19:00:00,Payment,1487.76,44,3209.25,1740,Food,Chennai,Normal
1389,15724336,2024-02-27 20:00:00,Deposit,5912.85,31,3831.09,1906,Travel,Mumbai,Normal
1390,15688264,2024-02-27 21:00:00,Payment,202.61,30,9528.21,1302,Retail,Chennai,Normal
1391,15620746,2024-02-27 22:00:00,Withdrawal,9144.44,21,5026.13,1905,Bills,Delhi,Normal
1392,15712960,2024-02-27 23:00:00,Payment,2972.58,47,4761.2,2767,Travel,Chennai,Normal
1393,15585133,2024-02-28 00:00:00,Transfer,5062.53,30,3531.27,2075,Travel,Delhi,Normal
1394,15633944,2024-02-28 01:00:00,Deposit,1250.25,41,4009.45,1628,Retail,Delhi,Normal
1395,15585255,2024-02-28 02:00:00,Deposit,5651.66,4,6512.56,2502,Bills,Chennai,Normal
1396,15602405,2024-02-28 03:00:00,Transfer,7397.32,5,15497.58,2847,Retail,Bangalore,Suspicious
1397,15815560,2024-02-28 04:00:00,Transfer,3204.8,41,6345.33,541,Travel,Hyderabad,Normal
1398,15743067,2024-02-28 05:00:00,Transfer,4808.1,45,4917.67,1438,Food,Hyderabad,Normal
1399,15813917,2024-02-28 06:00:00,Payment,3047.03,10,582.62,1441,Retail,Hyderabad,Normal
1400,15661528,2024-02-28 07:00:00,Deposit,11225.89,27,6794.83,1868,Retail,Hyderabad,Normal
1401,15703177,2024-02-28 08:00:00,Transfer,3444.47,16,5327.14,1041,Food,Mumbai,Normal
1402,15590888,2024-02-28 09:00:00,Payment,9219.75,30,5886.23,1502,Bills,Delhi,Normal
1403,15730038,2024-02-28 10:00:00,Transfer,8081.11,13,1051.16,593,Bills,Mumbai,Normal
1404,15687903,2024-02-28 11:00:00,Withdrawal,2642.44,36,9350.52,332,Retail,Hyderabad,Normal
1405,15565878,2024-02-28 12:00:00,Withdrawal,1307.37,21,409.38,2176,Food,Hyderabad,Normal
1406,15682454,2024-02-28 13:00:00,Deposit,2605.07,45,1170.04,1359,Retail,Chennai,Normal
1407,15781530,2024-02-28 14:00:00,Payment,8749.75,40,4350.97,2634,Food,Hyderabad,Normal
1408,15812534,2024-02-28 15:00:00,Withdrawal,1291.47,45,4479.93,2119,Travel,Delhi,Normal
1409,15660429,2024-02-28 16:00:00,Withdrawal,3716.27,15,1503.57,2545,Food,Hyderabad,Normal
1410,15703413,2024-02-28 17:00:00,Payment,8201.98,20,4836.21,2517,Retail,Hyderabad,Normal
1411,15611318,2024-02-28 18:00:00,Transfer,2180.74,20,1963.64,2404,Online,Mumbai,Normal
1412,15705620,2024-02-28 19:00:00,Payment,5139.04,45,0.7,2646,Bills,Delhi,Normal
1413,15667602,2024-02-28 20:00:00,Transfer,1409.37,5,709.84,2053,Retail,Bangalore,Normal
1414,15728564,2024-02-28 21:00:00,Withdrawal,578.62,32,8569.3,2110,Food,Chennai,Normal
1415,15668695,2024-02-28 22:00:00,Withdrawal,7908.73,6,1007.68,441,Food,Bangalore,Normal
1416,15801788,2024-02-28 23:00:00,Withdrawal,521.08,30,479.24,1679,Bills,Mumbai,Normal
1417,15685476,2024-02-29 00:00:00,Deposit,1583.02,26,4585.34,2889,Retail,Hyderabad,Normal
1418,15632609,2024-02-29 01:00:00,Deposit,9658.88,37,2324.32,537,Online,Chennai,Normal
1419,15778959,2024-02-29 02:00:00,Deposit,2126.83,13,6370.14,85,Travel,Delhi,Normal
1420,15724423,2024-02-29 03:00:00,Payment,18068.0,29,7905.95,1777,Online,Chennai,Normal
1421,15695932,2024-02-29 04:00:00,Withdrawal,19494.14,5,7482.92,2623,Travel,Mumbai,Suspicious
1422,15640034,2024-02-29 05:00:00,Withdrawal,1561.76,25,1501.74,225,Travel,Hyderabad,Normal
1423,15717879,2024-02-29 06:00:00,Payment,209.21,13,2817.2,2490,Retail,Mumbai,Normal
1424,15591286,2024-02-29 07:00:00,Deposit,6104.97,24,4200.91,2714,Travel,Delhi,Normal
1425,15770567,2024-02-29 08:00:00,Payment,2998.16,31,1554.33,1820,Food,Bangalore,Normal
1426,15666252,2024-02-29 09:00:00,Deposit,530.99,20,167.87,1710,Travel,Hyderabad,Normal
1427,15732476,2024-02-29 10:00:00,Withdrawal,6146.84,8,2738.05,1136,Travel,Hyderabad,Normal
1428,15793842,2024-02-29 11:00:00,Transfer,158.36,9,51.6,2819,Bills,Mumbai,Normal
1429,15669957,2024-02-29 12:00:00,Deposit,10208.67,21,12034.92,2214,Bills,Mumbai,Normal
1430,15631813,2024-02-29 13:00:00,Withdrawal,746.29,20,6371.97,568,Retail,Mumbai,Normal
1431,15642726,2024-02-29 14:00:00,Withdrawal,680.89,15,852.82,718,Retail,Hyderabad,Normal
1432,15626008,2024-02-29 15:00:00,Transfer,965.94,26,1356.3,748,Food,Mumbai,Normal
1433,15596181,2024-02-29 16:00:00,Withdrawal,16127.79,42,16260.36,335,Bills,Chennai,Suspicious
1434,15592104,2024-02-29 17:00:00,Withdrawal,5907.3,11,1870.74,1364,Online,Chennai,Normal
1435,15719991,2024-02-29 18:00:00,Deposit,8081.6,37,6124.77,417,Retail,Chennai,Normal
1436,15686670,2024-02-29 19:00:00,Deposit,2534.46,41,2368.25,754,Retail,Hyderabad,Normal
1437,15642468,2024-02-29 20:00:00,Transfer,2049.72,11,7983.22,2069,Bills,Mumbai,Normal
1438,15776844,2024-02-29 21:00:00,Transfer,1336.03,27,4866.25,1919,Bills,Delhi,Normal
1439,15765518,2024-02-29 22:00:00,Withdrawal,3275.87,30,92.71,944,Food,Mumbai,Normal
1440,15739054,2024-02-29 23:00:00,Deposit,4012.9,19,1394.77,2626,Bills,Hyderabad,Normal
1441,15799924,2024-03-01 00:00:00,Transfer,4995.3,34,3265.71,2583,Travel,Chennai,Normal
1442,15706365,2024-03-01 01:00:00,Transfer,1486.09,38,10424.18,2465,Online,Hyderabad,Normal
1443,15643752,2024-03-01 02:00:00,Payment,14845.85,23,430.47,2370,Travel,Mumbai,Normal
1444,15721469,2024-03-01 03:00:00,Transfer,930.19,1,3676.81,208,Travel,Hyderabad,Normal
1445,15694404,2024-03-01 04:00:00,Withdrawal,16856.23,3,1439.16,2749,Travel,Delhi,Normal
1446,15813697,2024-03-01 05:00:00,Deposit,74.84,3,8804.73,1933,Retail,Hyderabad,Normal
1447,15630617,2024-03-01 06:00:00,Transfer,3280.47,28,5795.57,1734,Travel,Bangalore,Normal
1448,15691387,2024-03-01 07:00:00,Payment,2027.58,14,1846.25,109,Retail,Hyderabad,Normal
1449,15625761,2024-03-01 08:00:00,Deposit,2981.22,30,731.38,476,Bills,Mumbai,Normal
1450,15705515,2024-03-01 09:00:00,Transfer,4227.58,5,46.26,795,Online,Bangalore,Normal
1451,15690330,2024-03-01 10:00:00,Payment,2859.86,49,3882.3,1118,Online,Chennai,Normal
1452,15615991,2024-03-01 11:00:00,Transfer,2679.41,15,2084.34,1425,Travel,Mumbai,Normal
1453,15614716,2024-03-01 12:00:00,Deposit,6597.36,38,1511.92,2580,Online,Delhi,Normal
1454,15700046,2024-03-01 13:00:00,Deposit,5789.84,14,16935.06,599,Retail,Hyderabad,Normal
1455,15809178,2024-03-01 14:00:00,Deposit,8956.94,14,2510.5,125,Bills,Hyderabad,Normal
1456,15702095,2024-03-01 15:00:00,Withdrawal,1438.14,49,5542.61,1586,Travel,Mumbai,Normal
1457,15635396,2024-03-01 16:00:00,Transfer,4702.0,8,781.2,1313,Food,Hyderabad,Normal
1458,15795511,2024-03-01 17:00:00,Withdrawal,4399.73,8,54.19,2662,Online,Hyderabad,Normal
1459,15737071,2024-03-01 18:00:00,Deposit,2308.1,19,2162.13,277,Online,Chennai,Normal
1460,15756901,2024-03-01 19:00:00,Payment,3328.22,32,4382.45,2204,Travel,Hyderabad,Normal
1461,15669782,2024-03-01 20:00:00,Transfer,1882.8,31,2825.73,2576,Online,Hyderabad,Normal
1462,15797293,2024-03-01 21:00:00,Withdrawal,764.85,29,8846.09,2123,Online,Chennai,Normal
1463,15785819,2024-03-01 22:00:00,Transfer,1202.73,41,2276.5,1011,Food,Hyderabad,Normal
1464,15578238,2024-03-01 23:00:00,Payment,557.53,11,1490.07,297,Retail,Chennai,Normal
1465,15785490,2024-03-02 00:00:00,Withdrawal,5745.37,45,9910.07,1693,Travel,Delhi,Normal
1466,15614220,2024-03-02 01:00:00,Deposit,5404.76,13,2088.91,1595,Travel,Hyderabad,Normal
1467,15569503,2024-03-02 02:00:00,Withdrawal,15039.67,27,1256.91,2171,Food,Mumbai,Normal
1468,15644446,2024-03-02 03:00:00,Transfer,6540.71,19,411.06,765,Food,Bangalore,Normal
1469,15692929,2024-03-02 04:00:00,Transfer,267.25,26,6306.14,2689,Retail,Delhi,Normal
1470,15573086,2024-03-02 05:00:00,Transfer,10781.4,37,6973.97,2148,Bills,Hyderabad,Normal
1471,15779174,2024-03-02 06:00:00,Transfer,9927.03,48,135.46,2670,Travel,Mumbai,Normal
1472,15675749,2024-03-02 07:00:00,Deposit,2928.83,9,1776.69,478,Online,Bangalore,Normal
1473,15692226,2024-03-02 08:00:00,Withdrawal,4407.79,28,5543.2,1963,Retail,Chennai,Normal
1474,15596021,2024-03-02 09:00:00,Deposit,18664.85,32,11703.47,1865,Travel,Hyderabad,Normal
1475,15730076,2024-03-02 10:00:00,Deposit,3799.69,3,1898.09,649,Retail,Chennai,Normal
1476,15693259,2024-03-02 11:00:00,Deposit,11786.36,32,8224.57,643,Bills,Delhi,Normal
1477,15804864,2024-03-02 12:00:00,Transfer,433.45,5,2001.66,1463,Travel,Bangalore,Normal
1478,15666856,2024-03-02 13:00:00,Transfer,1060.1,8,791.34,2168,Online,Bangalore,Normal
1479,15767339,2024-03-02 14:00:00,Transfer,2905.84,14,13.81,1562,Travel,Chennai,Normal
1480,15642934,2024-03-02 15:00:00,Withdrawal,4394.45,3,1602.99,906,Retail,Chennai,Normal
1481,15680918,2024-03-02 16:00:00,Payment,8470.29,24,1902.32,2605,Bills,Delhi,Normal
1482,15662291,2024-03-02 17:00:00,Transfer,22224.67,13,11610.25,1163,Retail,Mumbai,Suspicious
1483,15660263,2024-03-02 18:00:00,Withdrawal,2462.08,43,923.04,804,Retail,Hyderabad,Normal
1484,15780870,2024-03-02 19:00:00,Transfer,242.88,29,1926.56,701,Food,Mumbai,Normal
1485,15703682,2024-03-02 20:00:00,Transfer,8076.56,8,101.9,2842,Retail,Bangalore,Normal
1486,15601030,2024-03-02 21:00:00,Deposit,4636.51,42,5767.9,1660,Bills,Hyderabad,Normal
1487,15810732,2024-03-02 22:00:00,Deposit,1106.62,31,9867.07,2077,Online,Delhi,Normal
1488,15626787,2024-03-02 23:00:00,Deposit,3414.29,26,1086.29,390,Food,Mumbai,Normal
1489,15748352,2024-03-03 00:00:00,Withdrawal,6779.99,18,2241.43,2455,Retail,Mumbai,Normal
1490,15617082,2024-03-03 01:00:00,Payment,7357.34,18,520.95,2422,Travel,Hyderabad,Normal
1491,15676353,2024-03-03 02:00:00,Payment,3461.92,7,2441.37,827,Food,Delhi,Normal
1492,15813144,2024-03-03 03:00:00,Withdrawal,1820.76,48,572.45,1813,Bills,Delhi,Normal
1493,15591248,2024-03-03 04:00:00,Transfer,18199.03,38,2963.88,2532,Travel,Mumbai,Normal
1494,15656683,2024-03-03 05:00:00,Withdrawal,5443.74,48,5306.4,2985,Bills,Mumbai,Normal
1495,15801277,2024-03-03 06:00:00,Transfer,2623.25,16,3223.86,96,Travel,Chennai,Normal
1496,15603082,2024-03-03 07:00:00,Withdrawal,1645.74,33,1125.31,1611,Online,Hyderabad,Normal
1497,15686941,2024-03-03 08:00:00,Withdrawal,6567.13,3,1746.56,2120,Bills,Delhi,Normal
1498,15581626,2024-03-03 09:00:00,Withdrawal,1386.57,38,4070.78,2306,Travel,Bangalore,Normal
1499,15688644,2024-03-03 10:00:00,Payment,941.96,4,3564.01,2004,Bills,Hyderabad,Normal
1500,15718454,2024-03-03 11:00:00,Deposit,3773.35,36,588.32,1866,Food,Chennai,Normal
1501,15728006,2024-03-03 12:00:00,Withdrawal,1712.36,4,7456.02,263,Bills,Hyderabad,Normal
1502,15655298,2024-03-03 13:00:00,Payment,4956.49,42,2578.87,1252,Bills,Mumbai,Normal
1503,15727177,2024-03-03 14:00:00,Deposit,627.47,9,708.71,2574,Travel,Hyderabad,Normal
1504,15713559,2024-03-03 15:00:00,Deposit,5320.2,40,524.2,2925,Bills,Hyderabad,Normal
1505,15592751,2024-03-03 16:00:00,Withdrawal,1665.47,17,13473.19,1085,Online,Hyderabad,Normal
1506,15641091,2024-03-03 17:00:00,Transfer,1.21,17,1322.55,2190,Retail,Bangalore,Normal
1507,15713621,2024-03-03 18:00:00,Transfer,678.73,33,9569.76,1002,Food,Chennai,Normal
1508,15754443,2024-03-03 19:00:00,Transfer,13561.45,20,2114.5,1883,Travel,Hyderabad,Normal
1509,15762716,2024-03-03 20:00:00,Withdrawal,10100.38,14,1950.53,488,Bills,Hyderabad,Normal
1510,15656322,2024-03-03 21:00:00,Transfer,1330.31,22,4828.3,1199,Bills,Bangalore,Normal
1511,15717426,2024-03-03 22:00:00,Payment,7533.77,27,39.73,1410,Bills,Delhi,Normal
1512,15775663,2024-03-03 23:00:00,Payment,4689.76,43,1650.5,35,Food,Hyderabad,Normal
1513,15705448,2024-03-04 00:00:00,Payment,17685.9,3,1441.85,523,Retail,Hyderabad,Normal
1514,15757521,2024-03-04 01:00:00,Payment,2338.88,24,8102.79,2148,Online,Delhi,Normal
1515,15724127,2024-03-04 02:00:00,Deposit,5720.05,30,3012.64,968,Online,Hyderabad,Normal
1516,15748552,2024-03-04 03:00:00,Payment,328.22,8,1813.81,1393,Travel,Hyderabad,Normal
1517,15711219,2024-03-04 04:00:00,Transfer,2522.95,22,1237.42,2751,Retail,Hyderabad,Normal
1518,15794493,2024-03-04 05:00:00,Withdrawal,16595.92,25,3571.37,1086,Retail,Chennai,Normal
1519,15667742,2024-03-04 06:00:00,Transfer,3871.58,10,657.96,172,Food,Mumbai,Normal
1520,15814430,2024-03-04 07:00:00,Payment,1697.54,49,1130.54,765,Bills,Chennai,Normal
1521,15658486,2024-03-04 08:00:00,Deposit,640.71,29,1390.36,2803,Retail,Delhi,Normal
1522,15606836,2024-03-04 09:00:00,Payment,6079.02,40,3745.04,1733,Bills,Chennai,Normal
1523,15664521,2024-03-04 10:00:00,Withdrawal,5176.16,1,1868.86,1914,Food,Chennai,Normal
1524,15748068,2024-03-04 11:00:00,Transfer,2341.54,21,2819.12,2294,Travel,Bangalore,Normal
1525,15596011,2024-03-04 12:00:00,Withdrawal,15073.69,39,4204.3,1954,Travel,Delhi,Normal
1526,15668580,2024-03-04 13:00:00,Withdrawal,112.27,24,12519.03,2511,Bills,Delhi,Normal
1527,15662758,2024-03-04 14:00:00,Withdrawal,1810.04,9,5789.91,1920,Bills,Delhi,Normal
1528,15741417,2024-03-04 15:00:00,Transfer,12695.94,44,2078.5,2911,Retail,Chennai,Normal
1529,15625501,2024-03-04 16:00:00,Payment,1935.2,26,5517.68,2797,Food,Delhi,Normal
1530,15737795,2024-03-04 17:00:00,Withdrawal,1453.45,9,11958.54,971,Travel,Bangalore,Normal
1531,15632079,2024-03-04 18:00:00,Transfer,3820.21,20,2767.64,1645,Retail,Hyderabad,Normal
1532,15775880,2024-03-04 19:00:00,Deposit,8680.73,35,2113.9,2984,Online,Chennai,Normal
1533,15762605,2024-03-04 20:00:00,Transfer,544.32,36,324.92,1945,Retail,Hyderabad,Normal
1534,15726289,2024-03-04 21:00:00,Deposit,14325.34,42,8916.24,1998,Bills,Hyderabad,Normal
1535,15643696,2024-03-04 22:00:00,Transfer,7925.5,36,1131.76,84,Online,Chennai,Normal
1536,15573851,2024-03-04 23:00:00,Payment,999.88,9,264.38,1501,Retail,Chennai,Normal
1537,15678374,2024-03-05 00:00:00,Withdrawal,6224.11,22,3081.87,1088,Food,Delhi,Normal
1538,15681506,2024-03-05 01:00:00,Payment,2430.33,1,7480.6,2938,Travel,Bangalore,Normal
1539,15711716,2024-03-05 02:00:00,Transfer,2573.29,5,2087.78,1036,Online,Chennai,Normal
1540,15648721,2024-03-05 03:00:00,Withdrawal,7645.98,9,6112.68,1250,Food,Hyderabad,Normal
1541,15620000,2024-03-05 04:00:00,Deposit,16455.19,37,7241.23,595,Retail,Chennai,Normal
1542,15690332,2024-03-05 05:00:00,Transfer,677.13,38,2423.5,800,Bills,Bangalore,Normal
1543,15704770,2024-03-05 06:00:00,Withdrawal,2729.07,19,3575.72,1827,Bills,Mumbai,Normal
1544,15793478,2024-03-05 07:00:00,Deposit,3278.69,8,3053.53,1908,Food,Hyderabad,Normal
1545,15796480,2024-03-05 08:00:00,Deposit,2360.52,42,11200.39,907,Bills,Mumbai,Normal
1546,15601184,2024-03-05 09:00:00,Payment,2256.41,43,5171.3,2901,Travel,Mumbai,Normal
1547,15673995,2024-03-05 10:00:00,Transfer,268.42,32,10379.39,543,Food,Bangalore,Normal
1548,15809057,2024-03-05 11:00:00,Deposit,5784.47,13,993.9,1647,Food,Chennai,Normal
1549,15623828,2024-03-05 12:00:00,Withdrawal,2865.41,20,1485.63,2939,Bills,Mumbai,Normal
1550,15629846,2024-03-05 13:00:00,Deposit,1083.28,36,294.21,451,Food,Delhi,Normal
1551,15704340,2024-03-05 14:00:00,Deposit,8465.01,43,2771.85,2005,Retail,Chennai,Normal
1552,15628034,2024-03-05 15:00:00,Payment,8111.62,44,8283.47,546,Online,Hyderabad,Normal
1553,15627854,2024-03-05 16:00:00,Payment,3331.47,37,1583.13,2062,Online,Chennai,Normal
1554,15749583,2024-03-05 17:00:00,Withdrawal,1772.32,30,549.16,734,Bills,Bangalore,Normal
1555,15573171,2024-03-05 18:00:00,Payment,5081.84,10,283.61,1703,Travel,Bangalore,Normal
1556,15713532,2024-03-05 19:00:00,Deposit,1699.46,31,2373.21,2886,Travel,Hyderabad,Normal
1557,15727696,2024-03-05 20:00:00,Deposit,1345.99,25,716.61,2121,Bills,Hyderabad,Normal
1558,15631756,2024-03-05 21:00:00,Payment,6556.21,29,1699.23,887,Bills,Hyderabad,Normal
1559,15600258,2024-03-05 22:00:00,Deposit,205.8,24,6858.75,2878,Food,Bangalore,Normal
1560,15713463,2024-03-05 23:00:00,Deposit,497.82,39,1938.34,248,Travel,Chennai,Normal
1561,15763055,2024-03-06 00:00:00,Withdrawal,34.06,21,3765.11,597,Online,Mumbai,Normal
1562,15602844,2024-03-06 01:00:00,Payment,829.94,41,2789.91,1807,Bills,Mumbai,Normal
1563,15771054,2024-03-06 02:00:00,Deposit,357.43,9,5070.96,2985,Online,Delhi,Normal
1564,15775206,2024-03-06 03:00:00,Payment,27366.17,42,679.19,287,Online,Bangalore,Suspicious
1565,15744717,2024-03-06 04:00:00,Withdrawal,1704.08,42,10125.03,1566,Travel,Hyderabad,Normal
1566,15756538,2024-03-06 05:00:00,Payment,808.29,2,4127.17,990,Online,Chennai,Normal
1567,15576156,2024-03-06 06:00:00,Deposit,1378.74,4,1264.07,1430,Food,Bangalore,Normal
1568,15567893,2024-03-06 07:00:00,Payment,13754.18,8,526.15,922,Food,Delhi,Normal
1569,15705512,2024-03-06 08:00:00,Deposit,3671.52,32,648.78,2366,Travel,Mumbai,Normal
1570,15718153,2024-03-06 09:00:00,Deposit,2269.22,14,6105.22,1001,Food,Chennai,Normal
1571,15750099,2024-03-06 10:00:00,Deposit,10333.28,49,3548.0,132,Bills,Mumbai,Normal
1572,15753719,2024-03-06 11:00:00,Withdrawal,2512.55,13,1917.04,2881,Travel,Chennai,Normal
1573,15694039,2024-03-06 12:00:00,Payment,2039.91,21,1619.27,1137,Online,Hyderabad,Normal
